市区町村コード,都道府県,市区町村,sub6,mmw
1549,北海道,訓子府町,0,0
1550,北海道,置戸町,0,0
1552,北海道,佐呂間町,0,1
1555,北海道,遠軽町,0,1
1559,北海道,湧別町,0,1
1560,北海道,滝上町,0,0
1561,北海道,興部町,0,0
1562,北海道,西興部村,0,0
1563,北海道,雄武町,0,0
1564,北海道,大空町,0,1
1571,北海道,豊浦町,0,1
1575,北海道,壮瞥町,0,0
1578,北海道,白老町,0,1
1581,北海道,厚真町,0,0
1584,北海道,洞爺湖町,0,0
1585,北海道,安平町,0,0
1586,北海道,むかわ町,0,0
1601,北海道,日高町,0,0
1602,北海道,平取町,0,0
1604,北海道,新冠町,0,0
1607,北海道,浦河町,0,0
1608,北海道,様似町,0,0
1609,北海道,えりも町,0,0
1610,北海道,新ひだか町,1,1
1631,北海道,音更町,0,0
1632,北海道,士幌町,0,1
1633,北海道,上士幌町,0,0
1634,北海道,鹿追町,0,1
1635,北海道,新得町,0,0
1636,北海道,清水町,0,1
1637,北海道,芽室町,0,0
1638,北海道,中札内村,0,0
1639,北海道,更別村,0,0
1641,北海道,大樹町,0,1
1642,北海道,広尾町,0,1
1643,北海道,幕別町,0,0
1644,北海道,池田町,0,0
1645,北海道,豊頃町,0,0
1646,北海道,本別町,0,0
1647,北海道,足寄町,0,0
1648,北海道,陸別町,0,0
1649,北海道,浦幌町,0,0
1661,北海道,釧路町,0,0
1662,北海道,厚岸町,0,0
1663,北海道,浜中町,0,0
1664,北海道,標茶町,0,1
1665,北海道,弟子屈町,0,0
1667,北海道,鶴居村,0,0
1668,北海道,白糠町,0,1
1691,北海道,別海町,1,1
1692,北海道,中標津町,0,1
1693,北海道,標津町,0,1
1694,北海道,羅臼町,0,0
1695,北海道,色丹村,0,0
1696,北海道,泊村,0,0
1697,北海道,留夜別村,0,0
1698,北海道,留別村,0,0
1699,北海道,紗那村,0,0
1700,北海道,蘂取村,0,0
2201,青森県,青森市,1,1
2202,青森県,弘前市,1,1
2203,青森県,八戸市,1,1
2204,青森県,黒石市,0,0
2205,青森県,五所川原市,0,0
2206,青森県,十和田市,0,1
2207,青森県,三沢市,0,1
2208,青森県,むつ市,0,1
2209,青森県,つがる市,0,0
2210,青森県,平川市,0,0
2301,青森県,平内町,0,1
2303,青森県,今別町,0,0
2304,青森県,蓬田村,0,0
2307,青森県,外ヶ浜町,0,0
2321,青森県,鰺ヶ沢町,0,0
2323,青森県,深浦町,0,0
2343,青森県,西目屋村,0,0
2361,青森県,藤崎町,0,0
2362,青森県,大鰐町,0,0
2367,青森県,田舎館村,0,0
2381,青森県,板柳町,0,0
2384,青森県,鶴田町,0,0
2387,青森県,中泊町,0,0
2401,青森県,野辺地町,0,0
2402,青森県,七戸町,0,0
2405,青森県,六戸町,0,0
2406,青森県,横浜町,0,0
2408,青森県,東北町,0,0
2411,青森県,六ヶ所村,0,0
2412,青森県,おいらせ町,0,0
2423,青森県,大間町,0,0
2424,青森県,東通村,0,0
2425,青森県,風間浦村,0,0
2426,青森県,佐井村,0,0
2441,青森県,三戸町,0,0
2442,青森県,五戸町,0,0
2443,青森県,田子町,0,0
2445,青森県,南部町,0,0
2446,青森県,階上町,0,0
2450,青森県,新郷村,0,0
3201,岩手県,盛岡市,1,1
3202,岩手県,宮古市,0,1
3203,岩手県,大船渡市,0,1
3205,岩手県,花巻市,1,1
3206,岩手県,北上市,0,1
3207,岩手県,久慈市,0,1
3208,岩手県,遠野市,0,1
3209,岩手県,一関市,0,1
3210,岩手県,陸前高田市,0,0
3211,岩手県,釜石市,1,1
3213,岩手県,二戸市,0,1
3214,岩手県,八幡平市,0,0
3215,岩手県,奥州市,1,1
3216,岩手県,滝沢市,0,0
3301,岩手県,雫石町,0,0
3302,岩手県,葛巻町,0,0
3303,岩手県,岩手町,0,0
3321,岩手県,紫波町,0,0
3322,岩手県,矢巾町,0,0
3366,岩手県,西和賀町,0,0
3381,岩手県,金ケ崎町,0,0
3402,岩手県,平泉町,0,0
3441,岩手県,住田町,0,0
3461,岩手県,大槌町,0,0
3482,岩手県,山田町,0,0
3483,岩手県,岩泉町,0,0
3484,岩手県,田野畑村,0,0
3485,岩手県,普代村,0,0
3501,岩手県,軽米町,0,0
3503,岩手県,野田村,0,0
3506,岩手県,九戸村,0,0
3507,岩手県,洋野町,0,1
3524,岩手県,一戸町,0,0
4100,宮城県,仙台市,1,1
4202,宮城県,石巻市,0,0
4203,宮城県,塩竈市,0,0
4205,宮城県,気仙沼市,0,0
4206,宮城県,白石市,0,0
4207,宮城県,名取市,0,0
4208,宮城県,角田市,0,0
4209,宮城県,多賀城市,0,0
4211,宮城県,岩沼市,0,0
4212,宮城県,登米市,0,1
4213,宮城県,栗原市,0,1
4214,宮城県,東松島市,0,0
4215,宮城県,大崎市,1,1
4301,宮城県,蔵王町,0,0
4302,宮城県,七ヶ宿町,0,0
4321,宮城県,大河原町,0,0
4322,宮城県,村田町,0,0
4323,宮城県,柴田町,0,0
4324,宮城県,川崎町,0,0
4341,宮城県,丸森町,0,0
4361,宮城県,亘理町,0,0
4362,宮城県,山元町,0,0
4401,宮城県,松島町,0,0
4404,宮城県,七ヶ浜町,0,0
4406,宮城県,利府町,0,0
4421,宮城県,大和町,0,0
4422,宮城県,大郷町,0,0
4423,宮城県,富谷町,0,0
4424,宮城県,大衡村,0,0
4444,宮城県,色麻町,0,0
4445,宮城県,加美町,0,0
4501,宮城県,涌谷町,0,0
4505,宮城県,美里町,0,0
4581,宮城県,女川町,0,0
4606,宮城県,南三陸町,0,0
5201,秋田県,秋田市,1,1
5202,秋田県,能代市,0,1
5203,秋田県,横手市,0,1
5204,秋田県,大館市,0,1
5206,秋田県,男鹿市,0,1
5207,秋田県,湯沢市,0,1
5209,秋田県,鹿角市,0,1
5210,秋田県,由利本荘市,1,1
5211,秋田県,潟上市,0,0
5212,秋田県,大仙市,0,1
5213,秋田県,北秋田市,0,1
5214,秋田県,にかほ市,0,0
5215,秋田県,仙北市,0,0
5303,秋田県,小坂町,0,0
5327,秋田県,上小阿仁村,0,0
5346,秋田県,藤里町,0,0
5348,秋田県,三種町,0,0
5349,秋田県,八峰町,0,0
5361,秋田県,五城目町,0,0
5363,秋田県,八郎潟町,0,0
5366,秋田県,井川町,0,0
5368,秋田県,大潟村,0,0
5434,秋田県,美郷町,0,0
5463,秋田県,羽後町,0,0
5464,秋田県,東成瀬村,0,0
6201,山形県,山形市,1,1
6202,山形県,米沢市,0,1
6203,山形県,鶴岡市,1,1
6204,山形県,酒田市,1,1
6205,山形県,新庄市,0,1
6206,山形県,寒河江市,0,0
6207,山形県,上山市,0,0
6208,山形県,村山市,0,0
6209,山形県,長井市,0,0
6210,山形県,天童市,0,0
6211,山形県,東根市,0,0
6212,山形県,尾花沢市,0,0
6213,山形県,南陽市,0,0
6301,山形県,山辺町,0,0
6302,山形県,中山町,0,0
6321,山形県,河北町,0,0
6322,山形県,西川町,0,0
6323,山形県,朝日町,0,0
6324,山形県,大江町,0,0
6341,山形県,大石田町,0,0
6361,山形県,金山町,0,0
6362,山形県,最上町,0,0
6363,山形県,舟形町,0,0
6364,山形県,真室川町,0,0
6365,山形県,大蔵村,0,0
6366,山形県,鮭川村,0,0
6367,山形県,戸沢村,0,0
6381,山形県,高畠町,0,0
6382,山形県,川西町,0,0
6401,山形県,小国町,0,0
6402,山形県,白鷹町,0,0
6403,山形県,飯豊町,0,0
6426,山形県,三川町,0,0
6428,山形県,庄内町,0,0
6461,山形県,遊佐町,0,0
7201,福島県,福島市,1,1
7202,福島県,会津若松市,0,1
7203,福島県,郡山市,1,1
7204,福島県,いわき市,1,1
7205,福島県,白河市,0,1
7207,福島県,須賀川市,0,0
7208,福島県,喜多方市,0,1
7209,福島県,相馬市,0,0
7210,福島県,二本松市,0,0
7211,福島県,田村市,0,1
7212,福島県,南相馬市,0,0
7213,福島県,伊達市,0,1
7214,福島県,本宮市,0,0
7301,福島県,桑折町,0,0
7303,福島県,国見町,0,0
7308,福島県,川俣町,0,0
7322,福島県,大玉村,0,0
7342,福島県,鏡石町,0,0
7344,福島県,天栄村,0,0
7362,福島県,下郷町,0,0
7364,福島県,檜枝岐村,0,0
7367,福島県,只見町,0,0
7368,福島県,南会津町,0,0
7402,福島県,北塩原村,0,0
7405,福島県,西会津町,0,0
7407,福島県,磐梯町,0,0
7408,福島県,猪苗代町,0,0
7421,福島県,会津坂下町,0,0
7422,福島県,湯川村,0,0
7423,福島県,柳津町,0,0
7444,福島県,三島町,0,0
7445,福島県,金山町,0,0
7446,福島県,昭和村,0,0
7447,福島県,会津美里町,0,0
7461,福島県,西郷村,0,0
7464,福島県,泉崎村,0,0
7465,福島県,中島村,0,0
7466,福島県,矢吹町,0,0
7481,福島県,棚倉町,0,0
7482,福島県,矢祭町,0,0
7483,福島県,塙町,0,0
7484,福島県,鮫川村,0,0
7501,福島県,石川町,0,0
7502,福島県,玉川村,0,0
7503,福島県,平田村,0,0
7504,福島県,浅川町,0,0
7505,福島県,古殿町,0,0
7521,福島県,三春町,0,0
7522,福島県,小野町,0,0
7541,福島県,広野町,0,0
7542,福島県,楢葉町,0,0
7543,福島県,富岡町,0,0
7544,福島県,川内村,0,0
7545,福島県,大熊町,0,0
7546,福島県,双葉町,0,0
7547,福島県,浪江町,0,0
7548,福島県,葛尾村,0,0
7561,福島県,新地町,0,0
7564,福島県,飯舘村,0,0
8201,茨城県,水戸市,1,0
8202,茨城県,日立市,1,0
8203,茨城県,土浦市,1,0
8204,茨城県,古河市,0,0
8205,茨城県,石岡市,0,0
8207,茨城県,結城市,0,0
8208,茨城県,龍ケ崎市,0,0
8210,茨城県,下妻市,0,0
8211,茨城県,常総市,0,0
8212,茨城県,常陸太田市,0,0
8214,茨城県,高萩市,0,0
8215,茨城県,北茨城市,0,0
8216,茨城県,笠間市,0,0
8217,茨城県,取手市,1,0
8219,茨城県,牛久市,0,0
8220,茨城県,つくば市,0,0
8221,茨城県,ひたちなか市,1,0
8222,茨城県,鹿嶋市,0,0
8223,茨城県,潮来市,0,0
8224,茨城県,守谷市,0,0
8225,茨城県,常陸大宮市,0,0
8226,茨城県,那珂市,0,0
8227,茨城県,筑西市,0,0
8228,茨城県,坂東市,0,0
8229,茨城県,稲敷市,0,0
8230,茨城県,かすみがうら市,0,0
8231,茨城県,桜川市,0,0
8232,茨城県,神栖市,0,0
8233,茨城県,行方市,0,0
8234,茨城県,鉾田市,0,0
8235,茨城県,つくばみらい市,0,0
8236,茨城県,小美玉市,0,0
8302,茨城県,茨城町,0,0
8309,茨城県,大洗町,0,0
8310,茨城県,城里町,0,0
8341,茨城県,東海村,0,0
8364,茨城県,大子町,0,0
8442,茨城県,美浦村,0,0
8443,茨城県,阿見町,0,0
8447,茨城県,河内町,0,0
8521,茨城県,八千代町,0,0
8542,茨城県,五霞町,0,0
8546,茨城県,境町,0,0
8564,茨城県,利根町,0,0
9201,栃木県,宇都宮市,1,1
9202,栃木県,足利市,0,0
9203,栃木県,栃木市,0,0
9204,栃木県,佐野市,0,0
9205,栃木県,鹿沼市,0,0
9206,栃木県,日光市,0,0
9208,栃木県,小山市,0,0
9209,栃木県,真岡市,0,0
9210,栃木県,大田原市,0,0
9211,栃木県,矢板市,0,0
9213,栃木県,那須塩原市,1,0
9214,栃木県,さくら市,0,0
9215,栃木県,那須烏山市,0,1
9216,栃木県,下野市,0,0
9301,栃木県,上三川町,0,0
9342,栃木県,益子町,0,0
9343,栃木県,茂木町,0,0
9344,栃木県,市貝町,0,0
9345,栃木県,芳賀町,0,0
9361,栃木県,壬生町,0,0
9364,栃木県,野木町,0,0
9384,栃木県,塩谷町,0,0
9386,栃木県,高根沢町,0,0
9407,栃木県,那須町,0,0
9411,栃木県,那珂川町,0,0
10201,群馬県,前橋市,1,1
10202,群馬県,高崎市,1,1
10203,群馬県,桐生市,0,0
10204,群馬県,伊勢崎市,1,0
10205,群馬県,太田市,0,0
10206,群馬県,沼田市,0,0
10207,群馬県,館林市,0,0
10208,群馬県,渋川市,0,0
10209,群馬県,藤岡市,0,0
10210,群馬県,富岡市,0,0
10211,群馬県,安中市,0,0
10212,群馬県,みどり市,0,0
10344,群馬県,榛東村,0,0
10345,群馬県,吉岡町,0,0
10366,群馬県,上野村,0,0
10367,群馬県,神流町,0,0
10382,群馬県,下仁田町,0,0
10383,群馬県,南牧村,0,0
10384,群馬県,甘楽町,0,0
10421,群馬県,中之条町,0,0
10424,群馬県,長野原町,0,0
10425,群馬県,嬬恋村,0,0
10426,群馬県,草津町,0,0
10428,群馬県,高山村,0,0
10429,群馬県,東吾妻町,0,0
10443,群馬県,片品村,0,0
10444,群馬県,川場村,0,0
10448,群馬県,昭和村,0,0
10449,群馬県,みなかみ町,0,0
10464,群馬県,玉村町,0,0
10521,群馬県,板倉町,0,0
10522,群馬県,明和町,0,0
10523,群馬県,千代田町,0,0
10524,群馬県,大泉町,0,0
10525,群馬県,邑楽町,0,0
11100,埼玉県,さいたま市,1,1
11201,埼玉県,川越市,1,0
11202,埼玉県,熊谷市,0,0
11203,埼玉県,川口市,1,1
11206,埼玉県,行田市,0,0
11207,埼玉県,秩父市,0,0
11208,埼玉県,所沢市,1,0
11209,埼玉県,飯能市,0,0
11210,埼玉県,加須市,0,0
11211,埼玉県,本庄市,0,0
11212,埼玉県,東松山市,0,0
11214,埼玉県,春日部市,1,0
11215,埼玉県,狭山市,0,0
11216,埼玉県,羽生市,0,0
11217,埼玉県,鴻巣市,0,0
11218,埼玉県,深谷市,0,0
11219,埼玉県,上尾市,1,0
11221,埼玉県,草加市,1,0
11222,埼玉県,越谷市,1,0
11223,埼玉県,蕨市,1,1
11224,埼玉県,戸田市,1,1
11225,埼玉県,入間市,1,0
11227,埼玉県,朝霞市,1,0
11228,埼玉県,志木市,0,0
11229,埼玉県,和光市,0,0
11230,埼玉県,新座市,1,0
11231,埼玉県,桶川市,0,0
11232,埼玉県,久喜市,0,0
11233,埼玉県,北本市,0,0
11234,埼玉県,八潮市,1,0
11235,埼玉県,富士見市,0,0
11237,埼玉県,三郷市,1,0
11238,埼玉県,蓮田市,0,0
11239,埼玉県,坂戸市,0,0
11240,埼玉県,幸手市,0,0
11241,埼玉県,鶴ヶ島市,0,0
11242,埼玉県,日高市,0,0
11243,埼玉県,吉川市,0,0
11245,埼玉県,ふじみ野市,0,0
11246,埼玉県,白岡市,0,0
11301,埼玉県,伊奈町,0,0
11324,埼玉県,三芳町,0,0
11326,埼玉県,毛呂山町,0,0
11327,埼玉県,越生町,0,0
11341,埼玉県,滑川町,0,0
11342,埼玉県,嵐山町,0,0
11343,埼玉県,小川町,0,0
11346,埼玉県,川島町,0,0
11347,埼玉県,吉見町,0,0
11348,埼玉県,鳩山町,0,0
11349,埼玉県,ときがわ町,0,0
11361,埼玉県,横瀬町,0,0
11362,埼玉県,皆野町,0,0
11363,埼玉県,長瀞町,0,0
11365,埼玉県,小鹿野町,0,0
11369,埼玉県,東秩父村,0,0
11381,埼玉県,美里町,0,0
11383,埼玉県,神川町,0,0
11385,埼玉県,上里町,0,0
11408,埼玉県,寄居町,0,0
11442,埼玉県,宮代町,0,0
11464,埼玉県,杉戸町,0,0
11465,埼玉県,松伏町,0,0
12100,千葉県,千葉市,1,1
12202,千葉県,銚子市,0,0
12203,千葉県,市川市,1,1
12204,千葉県,船橋市,1,1
12205,千葉県,館山市,0,0
12206,千葉県,木更津市,0,0
12207,千葉県,松戸市,1,0
12208,千葉県,野田市,0,0
12210,千葉県,茂原市,0,0
12211,千葉県,成田市,0,1
12212,千葉県,佐倉市,1,0
12213,千葉県,東金市,0,0
12215,千葉県,旭市,0,0
12216,千葉県,習志野市,1,1
12217,千葉県,柏市,1,0
12218,千葉県,勝浦市,0,0
12219,千葉県,市原市,0,0
12220,千葉県,流山市,1,0
12221,千葉県,八千代市,1,0
12222,千葉県,我孫子市,1,0
12223,千葉県,鴨川市,0,0
12224,千葉県,鎌ケ谷市,1,0
12225,千葉県,君津市,0,0
12226,千葉県,富津市,0,0
12227,千葉県,浦安市,1,1
12228,千葉県,四街道市,1,0
12229,千葉県,袖ケ浦市,0,0
12230,千葉県,八街市,0,0
12231,千葉県,印西市,0,0
12232,千葉県,白井市,0,0
12233,千葉県,富里市,0,0
12234,千葉県,南房総市,0,0
12235,千葉県,匝瑳市,0,0
12236,千葉県,香取市,0,0
12237,千葉県,山武市,0,0
12238,千葉県,いすみ市,0,0
12239,千葉県,大網白里市,0,0
12322,千葉県,酒々井町,0,0
12329,千葉県,栄町,0,0
12342,千葉県,神崎町,0,0
12347,千葉県,多古町,0,0
12349,千葉県,東庄町,0,0
12403,千葉県,九十九里町,0,0
12409,千葉県,芝山町,0,0
12410,千葉県,横芝光町,0,0
12421,千葉県,一宮町,0,0
12422,千葉県,睦沢町,0,0
12423,千葉県,長生村,0,0
12424,千葉県,白子町,0,0
12426,千葉県,長柄町,0,0
12427,千葉県,長南町,0,0
12441,千葉県,大多喜町,0,0
12443,千葉県,御宿町,0,0
12463,千葉県,鋸南町,0,0
13101,東京都,千代田区,1,1
13102,東京都,中央区,1,1
13103,東京都,港区,1,1
13104,東京都,新宿区,1,1
13105,東京都,文京区,1,1
13106,東京都,台東区,1,1
13107,東京都,墨田区,1,1
13108,東京都,江東区,1,1
13109,東京都,品川区,1,1
13110,東京都,目黒区,1,1
13111,東京都,大田区,1,1
13112,東京都,世田谷区,1,1
13113,東京都,渋谷区,1,1
13114,東京都,中野区,1,1
13115,東京都,杉並区,1,1
13116,東京都,豊島区,1,1
13117,東京都,北区,1,1
13118,東京都,荒川区,1,1
13119,東京都,板橋区,1,1
13120,東京都,練馬区,1,1
13121,東京都,足立区,1,1
13122,東京都,葛飾区,1,1
13123,東京都,江戸川区,1,1
13201,東京都,八王子市,1,0
13202,東京都,立川市,1,0
13203,東京都,武蔵野市,1,0
13204,東京都,三鷹市,1,0
13205,東京都,青梅市,1,0
13206,東京都,府中市,1,0
13207,東京都,昭島市,1,0
13208,東京都,調布市,1,0
13209,東京都,町田市,1,0
13210,東京都,小金井市,1,0
13211,東京都,小平市,1,0
13212,東京都,日野市,1,0
13213,東京都,東村山市,1,0
13214,東京都,国分寺市,1,0
13215,東京都,国立市,0,0
13218,東京都,福生市,0,0
13219,東京都,狛江市,1,0
13220,東京都,東大和市,1,0
13221,東京都,清瀬市,1,0
13222,東京都,東久留米市,1,0
13223,東京都,武蔵村山市,0,0
13224,東京都,多摩市,1,0
13225,東京都,稲城市,0,0
13227,東京都,羽村市,0,0
13228,東京都,あきる野市,0,0
13229,東京都,西東京市,1,0
13303,東京都,瑞穂町,0,0
13305,東京都,日の出町,0,0
13307,東京都,檜原村,0,0
13308,東京都,奥多摩町,0,0
13361,東京都,大島町,0,0
13362,東京都,利島村,0,0
13363,東京都,新島村,0,0
13364,東京都,神津島村,0,0
13381,東京都,三宅村,0,0
13382,東京都,御蔵島村,0,0
13401,東京都,八丈町,0,0
13402,東京都,青ヶ島村,0,0
13421,東京都,小笠原村,0,0
14100,神奈川県,横浜市,1,1
14130,神奈川県,川崎市,1,1
14150,神奈川県,相模原市,1,0
14201,神奈川県,横須賀市,1,0
14203,神奈川県,平塚市,1,0
14204,神奈川県,鎌倉市,1,0
14205,神奈川県,藤沢市,1,0
14206,神奈川県,小田原市,1,0
14207,神奈川県,茅ヶ崎市,1,0
14208,神奈川県,逗子市,0,0
14210,神奈川県,三浦市,0,0
14211,神奈川県,秦野市,1,0
14212,神奈川県,厚木市,1,0
14213,神奈川県,大和市,1,0
14214,神奈川県,伊勢原市,0,0
14215,神奈川県,海老名市,1,0
14216,神奈川県,座間市,1,0
14217,神奈川県,南足柄市,0,0
14218,神奈川県,綾瀬市,1,0
14301,神奈川県,葉山町,0,0
14321,神奈川県,寒川町,0,0
14341,神奈川県,大磯町,0,0
14342,神奈川県,二宮町,0,0
14361,神奈川県,中井町,0,0
14362,神奈川県,大井町,0,0
14363,神奈川県,松田町,0,0
14364,神奈川県,山北町,0,0
14366,神奈川県,開成町,0,0
14382,神奈川県,箱根町,0,0
14383,神奈川県,真鶴町,0,0
14384,神奈川県,湯河原町,0,0
14401,神奈川県,愛川町,0,0
14402,神奈川県,清川村,0,0
15100,新潟県,新潟市,1,1
15202,新潟県,長岡市,1,1
15204,新潟県,三条市,0,0
15205,新潟県,柏崎市,1,1
15206,新潟県,新発田市,0,1
15208,新潟県,小千谷市,0,0
15209,新潟県,加茂市,0,0
15210,新潟県,十日町市,0,1
15211,新潟県,見附市,0,0
15212,新潟県,村上市,0,1
15213,新潟県,燕市,0,0
15216,新潟県,糸魚川市,0,0
15217,新潟県,妙高市,0,1
15218,新潟県,五泉市,0,0
15222,新潟県,上越市,1,1
15223,新潟県,阿賀野市,0,0
15224,新潟県,佐渡市,0,1
15225,新潟県,魚沼市,0,0
15226,新潟県,南魚沼市,0,1
15227,新潟県,胎内市,0,0
15307,新潟県,聖籠町,0,0
15342,新潟県,弥彦村,0,0
15361,新潟県,田上町,0,0
15385,新潟県,阿賀町,0,0
15405,新潟県,出雲崎町,0,0
15461,新潟県,湯沢町,0,0
15482,新潟県,津南町,0,0
15504,新潟県,刈羽村,0,0
15581,新潟県,関川村,0,0
15586,新潟県,粟島浦村,0,0
16201,富山県,富山市,1,1
16202,富山県,高岡市,1,1
16204,富山県,魚津市,0,0
16205,富山県,氷見市,0,0
16206,富山県,滑川市,0,0
16207,富山県,黒部市,0,0
16208,富山県,砺波市,0,0
16209,富山県,小矢部市,0,0
16210,富山県,南砺市,0,0
16211,富山県,射水市,0,0
16321,富山県,舟橋村,0,0
16322,富山県,上市町,0,0
16323,富山県,立山町,0,0
16342,富山県,入善町,0,0
16343,富山県,朝日町,0,0
17201,石川県,金沢市,1,1
17202,石川県,七尾市,0,1
17203,石川県,小松市,0,0
17204,石川県,輪島市,0,0
17205,石川県,珠洲市,0,0
17206,石川県,加賀市,0,0
17207,石川県,羽咋市,0,0
17209,石川県,かほく市,0,0
17210,石川県,白山市,1,1
17211,石川県,能美市,0,0
17212,石川県,野々市市,0,0
17324,石川県,川北町,0,0
17361,石川県,津幡町,0,0
17365,石川県,内灘町,0,0
17384,石川県,志賀町,0,0
17386,石川県,宝達志水町,0,0
17407,石川県,中能登町,0,0
17461,石川県,穴水町,0,0
17463,石川県,能登町,0,0
18201,福井県,福井市,1,1
18202,福井県,敦賀市,0,0
18204,福井県,小浜市,0,0
18205,福井県,大野市,0,0
18206,福井県,勝山市,0,0
18207,福井県,鯖江市,0,0
18208,福井県,あわら市,0,0
18209,福井県,越前市,0,0
18210,福井県,坂井市,0,0
18322,福井県,永平寺町,0,0
18382,福井県,池田町,0,0
18404,福井県,南越前町,0,0
18423,福井県,越前町,0,0
18442,福井県,美浜町,0,0
18481,福井県,高浜町,0,0
18483,福井県,おおい町,0,0
18501,福井県,若狭町,0,0
19201,山梨県,甲府市,1,0
19202,山梨県,富士吉田市,0,0
19204,山梨県,都留市,0,0
19205,山梨県,山梨市,0,0
19206,山梨県,大月市,0,0
19207,山梨県,韮崎市,0,0
19208,山梨県,南アルプス市,0,0
19209,山梨県,北杜市,0,0
19210,山梨県,甲斐市,0,0
19211,山梨県,笛吹市,0,0
19212,山梨県,上野原市,0,0
19213,山梨県,甲州市,0,0
19214,山梨県,中央市,0,0
19346,山梨県,市川三郷町,0,0
19364,山梨県,早川町,0,0
19365,山梨県,身延町,0,0
19366,山梨県,南部町,0,0
19368,山梨県,富士川町,0,0
19384,山梨県,昭和町,0,0
19422,山梨県,道志村,0,0
19423,山梨県,西桂町,0,0
19424,山梨県,忍野村,0,0
19425,山梨県,山中湖村,0,0
19429,山梨県,鳴沢村,0,0
