pref,city,ward,concat,category,spectrum,eva_au,eva_ntt,eva_rakuten,eva_softbank,txt_rakuten,txt_softbank,txt_au,txt_ntt
福岡県,福岡市,,福岡県 福岡市 ,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,,福岡県 福岡市 ,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,,福岡県 福岡市 ,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,,福岡県 福岡市 ,ビデオ視聴体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,,福岡県 福岡市 ,カバレッジ,全て,4,5,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,,福岡県 福岡市 ,モバイルゲーム体感,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,,福岡県 福岡市 ,ダウンロード速度体感,全て,5,5,4,5,楽天モバイルは高評価の星4つを獲得,,,
福岡県,福岡市,東区,福岡県 福岡市 東区,アップロード速度体感,全て,4,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,東区,福岡県 福岡市 東区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,東区,福岡県 福岡市 東区,通信品質,全て,4,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,東区,福岡県 福岡市 東区,ビデオ視聴体感,全て,3,3,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,東区,福岡県 福岡市 東区,カバレッジ,全て,3,5,3,3,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,東区,福岡県 福岡市 東区,モバイルゲーム体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,東区,福岡県 福岡市 東区,ダウンロード速度体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,利用率,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,通信品質,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,ビデオ視聴体感,全て,4,3,2,3,,,,
福岡県,福岡市,博多区,福岡県 福岡市 博多区,カバレッジ,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,モバイルゲーム体感,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,博多区,福岡県 福岡市 博多区,ダウンロード速度体感,全て,5,5,3,5,,,,
福岡県,福岡市,中央区,福岡県 福岡市 中央区,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,通信品質,全て,4,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,カバレッジ,全て,5,5,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,モバイルゲーム体感,全て,5,3,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,中央区,福岡県 福岡市 中央区,ダウンロード速度体感,全て,5,5,3,5,,,,
福岡県,福岡市,南区,福岡県 福岡市 南区,アップロード速度体感,全て,4,3,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,通信品質,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,カバレッジ,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,モバイルゲーム体感,全て,5,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,南区,福岡県 福岡市 南区,ダウンロード速度体感,全て,5,5,4,5,楽天モバイルは高評価の星4つを獲得,,,
福岡県,福岡市,西区,福岡県 福岡市 西区,アップロード速度体感,全て,4,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,西区,福岡県 福岡市 西区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,西区,福岡県 福岡市 西区,通信品質,全て,5,4,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,西区,福岡県 福岡市 西区,ビデオ視聴体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,西区,福岡県 福岡市 西区,カバレッジ,全て,2,4,2,2,,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,西区,福岡県 福岡市 西区,モバイルゲーム体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,西区,福岡県 福岡市 西区,ダウンロード速度体感,全て,4,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,アップロード速度体感,全て,4,4,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,通信品質,全て,5,4,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,ビデオ視聴体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,カバレッジ,全て,4,5,4,5,楽天モバイルは高評価の星4つを獲得,,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,城南区,福岡県 福岡市 城南区,モバイルゲーム体感,全て,4,4,4,4,楽天モバイルは高評価の星4つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,城南区,福岡県 福岡市 城南区,ダウンロード速度体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,早良区,福岡県 福岡市 早良区,アップロード速度体感,全て,3,2,5,4,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauよりも多くの星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,早良区,福岡県 福岡市 早良区,利用率,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
福岡県,福岡市,早良区,福岡県 福岡市 早良区,通信品質,全て,5,3,5,3,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモよりも多くの星を獲得
福岡県,福岡市,早良区,福岡県 福岡市 早良区,ビデオ視聴体感,全て,3,4,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,早良区,福岡県 福岡市 早良区,カバレッジ,全て,3,5,3,2,,楽天モバイルはソフトバンクよりも多くの星を獲得,楽天モバイルはauと同数の星を獲得,
福岡県,福岡市,早良区,福岡県 福岡市 早良区,モバイルゲーム体感,全て,5,5,5,5,楽天モバイルは最高評価の星5つを獲得,楽天モバイルはソフトバンクと同数の星を獲得,楽天モバイルはauと同数の星を獲得,楽天モバイルはNTTドコモと同数の星を獲得
