#,エリア,国・地域,,,通信料金,
48,ヨーロッパ,カナリア諸島,,,データ容量から消費,
49,ヨーロッパ,キプロス,,,データ容量から消費,
50,ヨーロッパ,ギリシャ,,,データ容量から消費,
51,ヨーロッパ,キルギス,,,ご利用できません,
52,ヨーロッパ,グリーンランド,,,ご利用できません,
53,ヨーロッパ,クロアチア,,,データ容量から消費,
54,ヨーロッパ,コソボ,,,ご利用できません,
55,ヨーロッパ,サンマリノ,,,データ容量から消費,
56,ヨーロッパ,ジブラルタル,,,データ容量から消費,
57,ヨーロッパ,ジャージー,,,ご利用できません,
58,ヨーロッパ,ジョージア,,,ご利用できません,
59,ヨーロッパ,スイス,,,データ容量から消費,
60,ヨーロッパ,スウェーデン,,,データ容量から消費,
61,ヨーロッパ,スペイン,,,データ容量から消費,
62,ヨーロッパ,スペイン領北アフリカ,,,ご利用できません,
63,ヨーロッパ,スロバキア,,,データ容量から消費,
64,ヨーロッパ,スロベニア,,,データ容量から消費,
65,ヨーロッパ,セルビア,,,ご利用できません,
66,ヨーロッパ,タジキスタン,,,ご利用できません,
67,ヨーロッパ,チェコ,,,データ容量から消費,
68,ヨーロッパ,デンマーク,,,データ容量から消費,
69,ヨーロッパ,ドイツ,,,データ容量から消費,
70,ヨーロッパ,トルクメニスタン,,,ご利用できません,
71,ヨーロッパ,トルコ,,,データ容量から消費,
72,ヨーロッパ,ノルウェー,,,データ容量から消費,
73,ヨーロッパ,バチカン,,,データ容量から消費,
74,ヨーロッパ,ハンガリー,,,データ容量から消費,
75,ヨーロッパ,フィンランド,,,データ容量から消費,
76,ヨーロッパ,フェロー諸島,,,ご利用できません,
77,ヨーロッパ,フランス,,,データ容量から消費,
78,ヨーロッパ,ブルガリア,,,データ容量から消費,
79,ヨーロッパ,ベラルーシ,,,ご利用できません,
80,ヨーロッパ,ベルギー,,,データ容量から消費,
81,ヨーロッパ,ポーランド,,,データ容量から消費,
82,ヨーロッパ,ボスニア・ヘルツェゴビナ,,,ご利用できません,
83,ヨーロッパ,ポルトガル,,,データ容量から消費,
84,ヨーロッパ,マケドニア,,,ご利用できません,
85,ヨーロッパ,マディラ諸島,,,ご利用できません,
86,ヨーロッパ,マルタ,,,データ容量から消費,
87,ヨーロッパ,マン島,,,ご利用できません,
88,ヨーロッパ,モナコ,,,ご利用できません,
89,ヨーロッパ,モルドバ,,,ご利用できません,
90,ヨーロッパ,モンテネグロ,,,ご利用できません,
91,ヨーロッパ,ラトビア,,,データ容量から消費,
92,ヨーロッパ,リトアニア,,,データ容量から消費,
93,ヨーロッパ,リヒテンシュタイン,,,データ容量から消費,
94,ヨーロッパ,ルーマニア,,,データ容量から消費,
95,ヨーロッパ,ルクセンブルク,,,データ容量から消費,
96,ヨーロッパ,ロシア,,,データ容量から消費,
97,オセアニア,オーストラリア,,,データ容量から消費,
98,オセアニア,キリバス,,,ご利用できません,
99,オセアニア,クック諸島,,,ご利用できません,
100,オセアニア,クリスマス島（※インド洋）,,,ご利用できません,
101,オセアニア,ココス・キーリング群島,,,ご利用できません,
102,オセアニア,サモア,,,ご利用できません,
103,オセアニア,ソロモン諸島,,,ご利用できません,
104,オセアニア,ツバル,,,ご利用できません,
105,オセアニア,トケラウ諸島,,,ご利用できません,
106,オセアニア,トンガ,,,ご利用できません,
107,オセアニア,ナウル,,,ご利用できません,
108,オセアニア,ニウエ,,,ご利用できません,
109,オセアニア,ニューカレドニア,,,ご利用できません,
110,オセアニア,ニュージーランド,,,データ容量から消費,
111,オセアニア,ノーフォーク島,,,ご利用できません,
112,オセアニア,バヌアツ,,,ご利用できません,
113,オセアニア,パプアニューギニア,,,ご利用できません,
114,オセアニア,パラオ,,,ご利用できません,
115,オセアニア,フィジー,,,ご利用できません,
116,オセアニア,仏領ポリネシア（タヒチ含む）,,,ご利用できません,
117,オセアニア,米領サモア,,,ご利用できません,
118,オセアニア,マーシャル諸島,,,ご利用できません,
119,オセアニア,ミクロネシア連邦,,,ご利用できません,
120,オセアニア,ワリス・フテュナ諸島,,,ご利用できません,
121,中南米,アルゼンチン,,,ご利用できません,
122,中南米,アルバ,,,ご利用できません,
123,中南米,アンギラ,,,ご利用できません,
124,中南米,アンティグア・バーブーダ,,,ご利用できません,
125,中南米,ウルグアイ,,,ご利用できません,
126,中南米,英領バージン諸島,,,ご利用できません,
127,中南米,エクアドル,,,ご利用できません,
128,中南米,エルサルバドル,,,ご利用できません,
129,中南米,オランダ領アンティル（キュラソー・ボネール島）,,,ご利用できません,
130,中南米,オランダ領シント・マールテン,,,ご利用できません,
131,中南米,ガイアナ,,,ご利用できません,
132,中南米,キューバ,,,ご利用できません,
133,中南米,グアテマラ,,,ご利用できません,
134,中南米,グアドループ島,,,データ容量から消費,
135,中南米,グレナダ,,,ご利用できません,
136,中南米,ケイマン諸島,,,ご利用できません,
137,中南米,コスタリカ,,,ご利用できません,
138,中南米,コロンビア,,,ご利用できません,
139,中南米,サンピエール島・ミクロン島,,,ご利用できません,
140,中南米,ジャマイカ,,,ご利用できません,
141,中南米,スリナム,,,ご利用できません,
142,中南米,セントクリストファー・ネイビス,,,ご利用できません,
143,中南米,セントビンセント・グレナディーン諸島,,,ご利用できません,
144,中南米,セントルシア,,,ご利用できません,
145,中南米,タークス諸島・カイコス諸島,,,ご利用できません,
146,中南米,チリ,,,ご利用できません,
147,中南米,ドミニカ共和国,,,ご利用できません,
148,中南米,ドミニカ国,,,ご利用できません,
149,中南米,トリニダード・トバゴ,,,ご利用できません,
150,中南米,ニカラグア,,,ご利用できません,
151,中南米,ハイチ,,,ご利用できません,
152,中南米,パナマ,,,ご利用できません,
153,中南米,バハマ,,,ご利用できません,
154,中南米,バミューダ諸島,,,ご利用できません,
155,中南米,パラグアイ,,,ご利用できません,
156,中南米,バルバドス,,,ご利用できません,
157,中南米,プエルトリコ,,,データ容量から消費,
158,中南米,フォークランド諸島,,,ご利用できません,
159,中南米,仏領ギアナ,,,データ容量から消費,
160,中南米,仏領サン・マルタン,,,データ容量から消費,
161,中南米,ブラジル,,,データ容量から消費,
162,中南米,米領バージン諸島,,,データ容量から消費,
163,中南米,ベネズエラ,,,ご利用できません,
164,中南米,ベリーズ,,,ご利用できません,
165,中南米,ペルー,,,データ容量から消費,
166,中南米,ボリビア,,,ご利用できません,
167,中南米,ホンジュラス,,,ご利用できません,
168,中南米,マルティニク,,,データ容量から消費,
169,中南米,メキシコ,,,データ容量から消費,
170,中南米,モンセラット,,,ご利用できません,
171,中東,アフガニスタン,,,ご利用できません,
172,中東,アラブ首長国連邦,,,ご利用できません,
173,中東,イエメン,,,ご利用できません,
174,中東,イスラエル,,,ご利用できません,
175,中東,イラク,,,ご利用できません,
176,中東,イラン,,,ご利用できません,
177,中東,オマーン,,,ご利用できません,
178,中東,カタール,,,ご利用できません,
179,中東,クウェート,,,ご利用できません,
180,中東,サウジアラビア,,,ご利用できません,
181,中東,シリア,,,ご利用できません,
182,中東,バーレーン,,,ご利用できません,
183,中東,パレスチナ自治区,,,ご利用できません,
184,中東,ヨルダン,,,ご利用できません,
185,中東,レバノン,,,ご利用できません,
186,アフリカ,アセンション島,,,ご利用できません,
187,アフリカ,アルジェリア,,,ご利用できません,
188,アフリカ,アンゴラ,,,ご利用できません,
189,アフリカ,ウガンダ,,,ご利用できません,
190,アフリカ,エジプト,,,ご利用できません,
191,アフリカ,エスワティニ,,,ご利用できません,
192,アフリカ,エチオピア,,,ご利用できません,
193,アフリカ,エリトリア,,,ご利用できません,
194,アフリカ,ガーナ,,,ご利用できません,
195,アフリカ,カーボベルデ,,,ご利用できません,
196,アフリカ,ガボン,,,ご利用できません,
197,アフリカ,カメルーン,,,ご利用できません,
198,アフリカ,ガンビア,,,ご利用できません,
199,アフリカ,ギニア,,,ご利用できません,
200,アフリカ,ギニアビサウ,,,ご利用できません,
201,アフリカ,ケニア,,,ご利用できません,
202,アフリカ,コートジボワール,,,ご利用できません,
203,アフリカ,コモロ,,,ご利用できません,
204,アフリカ,コンゴ共和国,,,ご利用できません,
205,アフリカ,コンゴ民主共和国,,,ご利用できません,
206,アフリカ,サントメプリンシペ,,,ご利用できません,
207,アフリカ,ザンビア,,,ご利用できません,
208,アフリカ,シエラレオネ,,,ご利用できません,
209,アフリカ,ジブチ,,,ご利用できません,
210,アフリカ,ジンバブエ,,,ご利用できません,
211,アフリカ,スーダン,,,ご利用できません,
212,アフリカ,セイシェル,,,ご利用できません,
213,アフリカ,赤道ギニア,,,ご利用できません,
214,アフリカ,セネガル,,,ご利用できません,
215,アフリカ,セントヘレナ島,,,ご利用できません,
216,アフリカ,ソマリア,,,ご利用できません,
217,アフリカ,タンザニア,,,ご利用できません,
218,アフリカ,チャド,,,ご利用できません,
219,アフリカ,中央アフリカ,,,ご利用できません,
220,アフリカ,チュニジア,,,ご利用できません,
221,アフリカ,ディエゴ・ガルシア,,,ご利用できません,
222,アフリカ,トーゴ,,,ご利用できません,
223,アフリカ,ナイジェリア,,,ご利用できません,
224,アフリカ,ナミビア,,,ご利用できません,
225,アフリカ,ニジェール,,,ご利用できません,
226,アフリカ,ブルキナファソ,,,ご利用できません,
227,アフリカ,ブルンジ,,,ご利用できません,
228,アフリカ,ベナン,,,ご利用できません,
229,アフリカ,ボツワナ,,,ご利用できません,
230,アフリカ,マイヨット島,,,データ容量から消費,
231,アフリカ,マダガスカル,,,ご利用できません,
232,アフリカ,マラウイ,,,ご利用できません,
233,アフリカ,マリ,,,ご利用できません,
234,アフリカ,南アフリカ,,,データ容量から消費,
235,アフリカ,南スーダン,,,ご利用できません,
236,アフリカ,モーリシャス,,,ご利用できません,
237,アフリカ,モーリタニア,,,ご利用できません,
238,アフリカ,モザンビーク,,,ご利用できません,
239,アフリカ,モロッコ,,,データ容量から消費,
240,アフリカ,リビア,,,ご利用できません,
241,アフリカ,リベリア,,,ご利用できません,
242,アフリカ,ルワンダ,,,ご利用できません,
243,アフリカ,レソト,,,ご利用できません,
244,アフリカ,レユニオン,,,データ容量から消費,
